dataset,subject,trial,speed_mps,file_matched,file_full,load_ok,load_fail_reason,muscles_available,n_strides_matched,n_points,n_strides_full,file_matched_resolved,file_full_resolved,common_muscles_global,reference_speed_mps,n_speeds_in_group,muscles_used,n_muscles_used,group_ok,is_reference,ok,fail_reason,notes
santuz,P0047,2,3,data/processed/santuz/vanhooren_like/FILT_EMG_P0047_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0047_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,3,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0048,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0048_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0048_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0048,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0048_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0048_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0049,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0049_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0049_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0049,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0049_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0049_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0050,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0050_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0050_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0050,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0050_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0050_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0051,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0051_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0051_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0051,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0051_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0051_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0052,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0052_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0052_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0052,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0052_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0052_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0053,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0053_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0053_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0053,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0053_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0053_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0054,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0054_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0054_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0054,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0054_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0054_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0055,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0055_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0055_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0055,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0055_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0055_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0056,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0056_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0056_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0056,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0056_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0056_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0057,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0057_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0057_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0057,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0057_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0057_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0058,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0058_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0058_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0058,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0058_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0058_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0059,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0059_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0059_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0059,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0059_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0059_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0060,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0060_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0060_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0060,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0060_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0060_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0061,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0061_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0061_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0061,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0061_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0061_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0062,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0062_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0062_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0062,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0062_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0062_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0063,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0063_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0063_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0063,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0063_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0063_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0064,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0064_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0064_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0064,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0064_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0064_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0065,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0065_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0065_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0065,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0065_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0065_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0066,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0066_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0066_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0066,2,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0066_02_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0066_02_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
santuz,P0067,1,2.8,data/processed/santuz/vanhooren_like/FILT_EMG_P0067_01_VH.dat,,TRUE,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,30,200,30,data/processed/santuz/vanhooren_like/FILT_EMG_P0067_01_VH.dat,,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,2.8,1,GlutMed;GlutMax;GastrocMed;GastrocLat;Sol;Tibialis;RectusFem;VastusMed;VastusLat;BicepsFem;Semitendi/membra,11,TRUE,TRUE,FALSE,,OK
